Project Name,Package Name,Architecture Smell,Cause of the Smell
IMORALESNW_HealthyApp,com.nubware.healthyapp,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApplicationTest]; [ApplicationActivity]; [ApplicationFragment; ApplicationStep1; ApplicationStep2; ApplicationStep3; ApplicationSummary; SQLiteHelper; TBInterestedConcepts; TBProspect; Helps]; [CustomWizard]; [MainActivity]; [TBDemonstrator]; [TBEvents]; [TBFeedBack]; [TBInterestedConcepts.Concepts]; [TBSubEvents]. LCC (Lack of Component Cohesion) = 0.56
