Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
IMORALESNW_HealthyApp,com.nubware.healthyapp,Helps,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: strEvent (8); strSubEvent (9)
