Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.attr,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.drawable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.id,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.layout,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.menu,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.string,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
pritamkesh_AccelerometerProject,com.example.accelerometerproject,R.style,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
