Project Name,Package Name,Architecture Smell,Cause of the Smell
xinyu-liu_Car-Park-System,carparksystem.controls,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AccountControl]; [EmergencyControl]; [InControl]; [OutControl]; [ReportControl]; [SettingControl]. LCC (Lack of Component Cohesion) = 1.0
xinyu-liu_Car-Park-System,carparksystem.entities,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Admin]; [DBUtil; PublicRecord; StaffAccount; StaffRecord]; [Nonworkingdays]; [ParkStatus]; [Record]. LCC (Lack of Component Cohesion) = 0.63
