Project Name,Package Name,Architecture Smell,Cause of the Smell
DanyTlaw_Haggis,(default package),Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Card]; [Chat]; [Client]; [Deck]; [EigenPanel]; [GameLoop]; [Gameobjekt]; [LoginGUI]; [Server]; [Spieler]; [Spieltisch]; [Spieltisch.clickHandler]; [Spieltisch.buttonHandler]. LCC (Lack of Component Cohesion) = 1.0
