Project Name,Package Name,Architecture Smell,Cause of the Smell
Jarcionek_MTG-Deck-Builder,mtgdeckbuilder.backend,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CardImageDownloader; CardImageDownloadProgressHarvest; ImageDownloader; CardImageDownloaderTest; ImageDownloaderTest]; [FilterToUrlConverter; FilterToUrlConverterTest]; [JsonToCardsImageInfosConverter; JsonToCardsImageInfosConverterTest]; [TagFilesManager; TagsManager; TagsManagerTest; TagFilesManagerTest]; [UrlDownloader; UrlDownloaderTest]; [CardImageDownloaderTest.InfiniteSet]. LCC (Lack of Component Cohesion) = 0.38
Jarcionek_MTG-Deck-Builder,mtgdeckbuilder.data,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CardImageInfo]; [Field; Filter; Function]; [Url; UrlTest]. LCC (Lack of Component Cohesion) = 0.5
Jarcionek_MTG-Deck-Builder,mtgdeckbuilder.frontend.swingworkers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PartDoneUpdate; ProgressUpdate; StartedUpdate]; [SearchProgressHarvest; SearchSwingWorkerManager; SearchSwingWorkerManager.SearchSwingWorker; SearchSwingWorkerManagerTest; SearchSwingWorkerManagerTest.SearchProgressHarvestStub]. LCC (Lack of Component Cohesion) = 0.25
Jarcionek_MTG-Deck-Builder,mtgdeckbuilder.frontend.topics,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddFilterTopic; AddFilterTopicTest]; [AddFilterTopic.Subscriber]; [SearchTopic; SearchTopicTest]; [SearchTopic.Subscriber]; [TagTopic; TagTopicTest]; [TagTopic.Subscriber]. LCC (Lack of Component Cohesion) = 0.67
