Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
insoo078_kobis-utils,junit.test.main,KobisDAOServiceTest,test,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
insoo078_kobis-utils,junit.test.rule,LexicalInterpreterTest,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
insoo078_kobis-utils,org.kobic.kobis.rule.antlr4,Antrl4Test,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
