Project Name,Package Name,Architecture Smell,Cause of the Smell
Welon5656_media-app-for-android,com.jy.multi_media,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BuildConfig]; [R]; [R.attr]; [R.dimen]; [R.drawable]; [R.id]; [R.layout]; [R.menu]; [R.string]; [R.style]. LCC (Lack of Component Cohesion) = 1.0
