Project Name,Package Name,Architecture Smell,Cause of the Smell
noelmkawano_digits,models,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): views.formdata
noelmkawano_digits,models,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: models; views.formdata; models
