Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
noelmkawano_digits,tests,IntegrationTest,testRetrieveIndexPage,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
noelmkawano_digits,tests,IntegrationTest,testCreateNewContact,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
