Project Name,Package Name,Architecture Smell,Cause of the Smell
JCDias_CadastroUsuarios,cadastroUsuario.Excecoes,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AQuantoTempoException]; [CamposVaziosException]; [CpfInvalidoException]; [CpfJaCadastradoException]; [DataInvalidaException]; [EmailInvalidoException]; [NomeInvalidoException]; [SelecioneException]. LCC (Lack of Component Cohesion) = 1.0
