Project Name,Package Name,Architecture Smell,Cause of the Smell
spininertia_w2v4j,com.medallia.w2v4j,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NodeVector; Word2VecTrainer; WordVector; Word2VecModel; WordWithSimilarity]; [Word2VecTrainer.Word2VecTrainerBuilder]; [Word2VecTrainer.TrainingContext]; [Word2VecTrainer.HuffmanTree]; [Word2VecTrainer.HuffmanNode]; [Word2VecTrainer.NeuralNetworkLanguageModel]; [Word2VecTrainer.Word2VecWorker]; [WordVector.Code]. LCC (Lack of Component Cohesion) = 0.67
spininertia_w2v4j,com.medallia.w2v4j,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.medallia.w2v4j; com.medallia.w2v4j.utils; com.medallia.w2v4j
spininertia_w2v4j,com.medallia.w2v4j.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.medallia.w2v4j
