Project Name,Package Name,Architecture Smell,Cause of the Smell
buremba_netty-rest,org.rakam.server.http,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 46
buremba_netty-rest,org.rakam.server.http,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HaProxyBackendServerHandler; HttpServer; HttpServerBuilder; HttpServerHandler; HttpService; IRequestParameter; IRequestParameter.HeaderParameter; IRequestParameter.CookieParameter; IRequestParameter.QueryParameter; IRequestParameter.BodyParameter; IRequestParameter.FullBodyParameter; JsonBeanRequestHandler; JsonParametrizedRequestHandler; RakamHttpRequest; RequestPreprocessor; Response; ResponsePostProcessor; RouteMatcher; RouteMatcher.MicroRouteMatcher; SHttpServer; SHttpServerMBean; SwaggerReader; WebSocketService; WebSocketService.WebSocketRequest; HttpRequestException; HttpRequestHandler; ModelConverters; ParameterProcessor; PostProcessorEntry; PreprocessorEntry]; [HttpServer.ErrorMessage]; [HttpServer.JsonAPIError]; [HttpServerBuilder.ExceptionHandler]; [HttpServerBuilder.IRequestParameterFactory]; [HttpServerHandler.ReferenceCountedByteBufInputStream]; [HttpServerHandler.ChainByteArrayInputStream]; [HttpServiceProcessor]; [ParameterProcessor.ParamWrapper]; [ParameterProcessor.AnnotationsHelper]; [ParameterProcessor.ApiParamWrapper]; [ParameterProcessor.ApiImplicitParamWrapper]; [RakamHttpRequest.StreamResponse]; [RakamHttpRequest.InvalidInputStream]; [RakamWebSocketFrame]; [RouteMatcher.PatternBinding]; [SHttpServer.Holder]. LCC (Lack of Component Cohesion) = 0.37
buremba_netty-rest,(default package),Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HttpServerTest]; [HttpServerTest.ParameterHttpService]; [HttpServerTest.SimpleWebhookService]; [HttpServerTest.SimpleHttpService]; [HttpServerTest.DemoBean]; [MethodHandleTest]; [MethodHandleTest.Foo]. LCC (Lack of Component Cohesion) = 1.0
