Project Name,Package Name,Architecture Smell,Cause of the Smell
Tibolte_ElasticDownload,is.arontibo.library,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AVDWrapper; IntroView; ElasticDownloadView; ProgressDownloadView]; [AVDWrapper.Callback]; [IntroView.EnterAnimationListener]; [ProgressDownloadView.State]. LCC (Lack of Component Cohesion) = 0.57
Tibolte_ElasticDownload,is.arontibo.library.VectorCompat,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnimatedVectorDrawable; DrawableCompat; Outline; PathAnimatorInflater; PathParser; ResourcesCompat; Tintable; VectorDrawable; VectorDrawable.VPath; AnimatedVectorDrawable.AnimatedVectorDrawableState; PathAnimatorInflater.PathDataEvaluator]; [DrawableCompat.ConstantStateCompat]; [PathParser.ExtractFloatResult]; [PathParser.PathDataNode]; [VectorDrawable.VectorDrawableState]; [VectorDrawable.VPathRenderer]; [VectorDrawable.VGroup]; [VectorDrawable.VClipPath]; [VectorDrawable.VFullPath]. LCC (Lack of Component Cohesion) = 0.47
