Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
Tibolte_ElasticDownload,is.arontibo.library.VectorCompat,DrawableCompat.ConstantStateCompat,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
Tibolte_ElasticDownload,is.arontibo.library.VectorCompat,PathParser.PathDataNode,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
