Project Name,Package Name,Architecture Smell,Cause of the Smell
yangqing0314_CircelProgressTime,com.yq.circlepress,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BuildConfig]; [R; MainActivity; RoundProgressBar]; [R.attr]; [R.dimen]; [R.drawable]; [R.id]; [R.layout]; [R.string]; [R.styleable]. LCC (Lack of Component Cohesion) = 0.82
