Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
yangqing0314_CircelProgressTime,com.yq.circlepress,R.attr,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.dimen,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.drawable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.id,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.layout,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.string,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,R.styleable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
yangqing0314_CircelProgressTime,com.yq.circlepress,RoundProgressBar,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: distanceTime (85)
