Project Name,Package Name,Architecture Smell,Cause of the Smell
AlexAbraham1_YUClubs,main.java.models,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): main.java.models.db_objects.join_tables
AlexAbraham1_YUClubs,main.java.models,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DBC]; [Email]; [FreeMarkerTemplateEngine]; [JSONParser]; [JSONTemplateEngine]; [PasswordHash]; [RSS]; [SecureString]. LCC (Lack of Component Cohesion) = 1.0
AlexAbraham1_YUClubs,main.java.routes.get,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CreateClubGetRoute]; [CreateEventGetRoute]; [HomeGetRoute]; [LoginGetRoute]; [LogoutGetRoute]; [ProfileGetRoute]; [SignupGetRoute]. LCC (Lack of Component Cohesion) = 1.0
