Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
si-yao_chat-room,client,SendService,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: serverAddr (18); serverPort (19); listenPort (20); BLOCK_TIME (21); isLogin (22); p2pIpMap (23); p2pPortMap (24); username (26); lastuser (27); blockMainInput (28); inputLine (29)
si-yao_chat-room,server,HubService,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: passwdMap (19); ipMap (20); portMap (21); blockMap (22); offlineReq (23); aliveMap (24); p2pPairs (25); serverPort (26)
