Project Name,Package Name,Architecture Smell,Cause of the Smell
icol2006_appCSV,com.appcsv,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BuildConfig]; [R; MainActivity; CSVFile]; [R.attr]; [R.color]; [R.drawable]; [R.id]; [R.layout]; [R.string]; [R.style]. LCC (Lack of Component Cohesion) = 0.82
