Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
Trololoshe4ki_Forest,(default package),Command.TestCommand,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: tree (225); sc (226); numberVertex (227); R (229); CDel (230); CAdd (231); CPrintT (232); CPrintV (233); CaR (234); IA (235)
