Project Name,Package Name,Architecture Smell,Cause of the Smell
Complexible_stardog-spring,com.stardog.ext.spring.batch,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BatchAdderCallback; SnarlItemWriter; TestBatchCallback; TestSpringBatch; SnarlItemReader]; [TestRecord; TestRowMapper]. LCC (Lack of Component Cohesion) = 0.29
