Project Name,Package Name,Architecture Smell,Cause of the Smell
JPII_sandbox,(default package),Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AircraftCarrier; ImageStorage; Submarine; BattleShip]; [Bullet]; [Exec]; [Missle]; [ProjectSandStorm]; [ProjectSandStorm.Dirk]; [Ship]; [Turret]. LCC (Lack of Component Cohesion) = 0.73
