Project Name,Package Name,Architecture Smell,Cause of the Smell
DeyAbhishek_Web-Development-Projects,in.infocom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Admin2Serv]; [AdminServ]; [LeaveServ]; [LogServ]; [NewServ]; [PayServ]; [SearchServ]. LCC (Lack of Component Cohesion) = 1.0
DeyAbhishek_Web-Development-Projects,com.socialnet.beans,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UploadBean]; [AlbumBean]; [ForgotPasswordBean; RegistrationBean]; [FriendsBean]; [ProfileBean]; [ScrapBean]; [SearchFriendBean]. LCC (Lack of Component Cohesion) = 0.88
DeyAbhishek_Web-Development-Projects,com.socialnet.entity,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Album]; [Comment]; [Friend; FriendPK]; [Like]; [Photo]; [Post]; [PostComment]; [PostLike]; [Profile]; [Registration]; [Scrap]; [ScrapContent]. LCC (Lack of Component Cohesion) = 0.92
