Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
stephensanchez_familiar,characters,BaseCharacterService,getCharacter,Long Statement,The length of the statement "return (Character)manager.createQuery("select character from BaseCharacter as character where character.name = " + name).getSingleResult();" is 139.,19
