Project Name,Package Name,Architecture Smell,Cause of the Smell
stephensanchez_familiar,characters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BaseCharacter; BaseCharacterService; CharacterService; CharacterAppConfig; CharacterResource]; [Character]; [CharacterType]; [Note]. LCC (Lack of Component Cohesion) = 0.5
