Project Name,Package Name,Architecture Smell,Cause of the Smell
codylerum_simple-identity,com.outjected.identity,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthenticationStatus; Authenticator; BaseAuthenticator; IdentityImpl; IdentityUser; SimplePermission; SimplePermissionType; SimpleRole; Identity]; [RoleType]. LCC (Lack of Component Cohesion) = 0.2
codylerum_simple-identity,com.outjected.identity,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.outjected.identity; com.outjected.identity.events; com.outjected.identity
