Project Name,Package Name,Architecture Smell,Cause of the Smell
markcwal_TwitterClient,com.codepath.apps.basictwitter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ComposeActivity; TwitterApplication; TwitterClient; TimelineActivity; TweetArrayAdapter]; [LoginActivity]. LCC (Lack of Component Cohesion) = 0.33
