Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
springprojects_spring-boot-showcase,com.gaodashang.jmd,AtomikosJtaPlatform,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: transactionManager (20); userTransaction (22)
